Date,Close,High,Low,Open,Volume,MA20,MA50,Daily Return,Volatility,Signal
2020-01-02,72.4005126953125,72.46077614730521,71.15667416341765,71.40977771923563,135480400,,,,,HOLD
2020-01-03,71.69664764404297,72.45596582996416,71.47246932030643,71.62915285765841,146322800,,,-0.009721824128948509,,HOLD
2020-01-06,72.26792907714844,72.30649856939735,70.5685026643333,70.81920068576198,118387200,,,0.00796803549228331,,HOLD
2020-01-07,71.92805480957031,72.53309491165653,71.70869494472285,72.2775784441153,108872000,,,-0.004702975052949143,,HOLD
2020-01-08,73.08512115478516,73.38643848288913,71.63156665826679,71.63156665826679,132079200,,,0.016086440100155253,,HOLD
2020-01-09,74.6374740600586,74.83031411820693,73.81066146009205,74.06135206440953,170108400,,,0.02124034113572515,,HOLD
2020-01-10,74.8062515258789,75.37032411023016,74.30486266425461,74.87134078520153,140644800,,,0.002261296593243589,,HOLD
2020-01-13,76.40440368652344,76.43092342751396,75.00388181987825,75.12200317385458,121532000,,,0.021363885077060107,,HOLD
2020-01-14,75.37271118164062,76.5514679630278,75.24977872842311,76.34175230410106,161954400,,,-0.013503050283799167,,HOLD
2020-01-15,75.04969024658203,76.05247495120804,74.61820187883205,75.17263004032235,121923600,,,-0.0042856483466562345,,HOLD
2020-01-16,75.98980712890625,76.10069718746519,75.23048903454546,75.5920697800867,108829200,,,0.012526592438095063,,HOLD
2020-01-17,76.83108520507812,76.83349074089385,75.93195182564011,76.23808752279956,137816400,,,0.011070933167980801,,HOLD
2020-01-21,76.31041717529297,76.90099467937888,76.17301471865545,76.459869381581,110843200,,,-0.006776788696858604,,HOLD
2020-01-22,76.58281707763672,77.1348251407198,76.48880253772091,76.79493830286927,101832400,,,0.0035696293170304205,,HOLD
2020-01-23,76.95161437988281,77.03115890447519,76.08863757604202,76.63583446102108,104472000,,,0.004815666442150146,,HOLD
2020-01-24,76.7298355102539,77.93992295405599,76.5394009459346,77.1974804769854,146537600,,,-0.0028820561000066913,,HOLD
2020-01-27,74.47358703613281,75.15335327614349,73.49249613883003,74.74115326828117,161940000,,,-0.029405099843066607,,HOLD
2020-01-28,76.58038330078125,76.75152944120848,75.25458738363722,75.35342032568062,162234000,,,0.028289174034631603,,HOLD
2020-01-29,78.18341064453125,79.02951207503841,77.46989325521864,78.20993039532226,216229200,,,0.02093261060673801,,HOLD
2020-01-30,78.07010650634766,78.1231386457578,76.83591201430718,77.26740045058162,126743200,75.21759300231933,,-0.0014492094582410076,,HOLD
2020-01-31,74.60857391357422,77.78324876217432,74.31448794421121,77.361404556077,199588400,75.32799606323242,,-0.044338771236234864,0.017679028880118457,HOLD
2020-02-03,74.40367889404297,75.56796570063159,72.85129158100523,73.35268032975995,173788400,75.46334762573242,,-0.0027462663978620183,0.017510820342752628,HOLD
2020-02-04,76.86001586914062,77.050450456367,75.60171457078681,76.00668324335653,136616400,75.69295196533203,,0.033013649480903906,0.018807509158226862,HOLD
2020-02-05,77.48677062988281,78.28465836318001,76.88413594573808,77.98574655750554,118826800,75.97088775634765,,0.008154496894839047,0.01874083754902098,HOLD
2020-02-06,78.39309692382812,78.395509815644,77.1998851389864,77.75671877652137,105425600,76.23628654479981,,0.011696529440804904,0.01861584856437318,HOLD
2020-02-07,77.32754516601562,78.141823360646,76.83704482888538,77.89294895065062,117684000,76.37079010009765,,-0.013592418205494061,0.018515384644832683,HOLD
2020-02-10,77.69480895996094,77.69480895996094,75.83429386411699,75.91402717049185,109348800,76.51521797180176,,0.004749456266286867,0.01852604323260235,HOLD
2020-02-11,77.22607421875,78.26265171467769,77.00861231633205,78.19016687181822,94323200,76.55630149841309,,-0.006033025210892662,0.01802981142963173,HOLD
2020-02-12,79.06002044677734,79.06485031160207,77.67550098211204,77.67550098211204,113730400,76.74066696166992,,0.02374775937505924,0.018406549888310746,HOLD
2020-02-13,78.49700927734375,78.82320573508036,78.12974054369347,78.3327054260137,94747600,76.91303291320801,,-0.007121313228253046,0.018472800606161053,HOLD
2020-02-14,78.5163345336914,78.76520890109116,78.00891869878639,78.46558778851511,80113600,77.03935928344727,,0.00024619098900169334,0.01832235557066455,HOLD
2020-02-18,77.07867431640625,77.25989377012822,76.0179329078446,76.19915236156656,152531200,77.05173873901367,,-0.018310332822124464,0.018713357161274542,HOLD
2020-02-19,78.19497680664062,78.4245243735885,77.32029218115534,77.32029218115534,93984000,77.14596672058106,,0.014482637384913621,0.018891494629618002,HOLD
2020-02-20,77.39278411865234,78.4438584118609,76.88778679879077,77.9557766771897,100566000,77.18646507263183,,-0.010258877497616448,0.01905986924921099,HOLD
2020-02-21,75.64098358154297,77.42902110600791,75.02484049800245,76.98684158821678,129554000,77.12093353271484,,-0.0226351921184752,0.019724661890270154,HOLD
